,time,ch1,ch2
0,0.0,0.0085,0.006625
1,0.004166666666666667,-0.005875000000000019,-0.00462499999999999
2,0.008333333333333333,-0.007374999999999993,-0.007874999999999993
3,0.0125,0.00625,0.0053750000000000004
4,0.016666666666666666,0.0095,0.00725
5,0.020833333333333332,-0.0038750000000000173,-0.008624999999999994
6,0.025,-0.0071249999999999925,0.003625
7,0.029166666666666667,0.003875,0.007875
8,0.03333333333333333,0.01,-0.0010000000000000009
9,0.0375,-0.0016249999999999876,-0.009374999999999994
10,0.041666666666666664,0.002,0.002125
11,0.04583333333333333,0.01025,0.008125
12,0.05,0.000625,0.001
13,0.05416666666666667,-0.007500000000000007,-0.01125000000000001
14,0.058333333333333334,0.00025,-0.0003750000000000142
15,0.0625,0.0105,0.008875000000000001
16,0.06666666666666667,0.003875,0.003375
17,0.07083333333333333,-0.0072500000000000064,-0.010124999999999995
18,0.075,-0.0011249999999999871,-0.0036249999999999893
19,0.07916666666666666,0.009875,0.009125
20,0.08333333333333333,0.006625,0.006
21,0.0875,-0.007000000000000006,-0.008374999999999994
22,0.09166666666666666,-0.006000000000000005,-0.005749999999999977
23,0.09583333333333334,0.00775,0.008625
24,0.1,0.00875,0.0075
25,0.10416666666666667,-0.0040000000000000036,-0.0062500000000000056
26,0.10833333333333334,-0.0061249999999999916,-0.008874999999999994
27,0.1125,0.0055,0.00575
28,0.11666666666666667,0.00875,0.007875
29,0.12083333333333333,-0.0025000000000000022,-0.010124999999999995
30,0.125,-0.005749999999999977,0.004125
31,0.12916666666666668,0.004,0.00825
32,0.13333333333333333,0.0095,-0.0017499999999999738
33,0.1375,-0.0006249999999999867,-0.011624999999999996
34,0.14166666666666666,-0.005749999999999977,0.0016250000000000001
35,0.14583333333333334,0.009625,0.008625
36,0.15,0.00125,0.000625
37,0.15416666666666667,-0.005875000000000019,-0.01100000000000001
38,0.15833333333333333,0.00025,-0.0010000000000000009
39,0.1625,0.009000000000000001,0.008875000000000001
40,0.16666666666666666,0.00375,0.004125
41,0.17083333333333334,-0.005875000000000019,-0.010000000000000009
42,0.175,-0.0026249999999999885,-0.0040000000000000036
43,0.17916666666666667,0.008375,0.008125
44,0.18333333333333332,0.005875,0.00675
45,0.1875,-0.005500000000000005,-0.008124999999999993
46,0.19166666666666668,-0.0050000000000000044,-0.0072500000000000064
47,0.19583333333333333,0.007125,0.006875
48,0.2,0.00775,0.007625
49,0.20416666666666666,-0.004375000000000018,-0.006000000000000005
50,0.20833333333333334,-0.005749999999999977,-0.009250000000000008
51,0.2125,0.0053750000000000004,0.008125
52,0.21666666666666667,0.008625,-0.0036249999999999893
53,0.22083333333333333,-0.0028750000000000164,-0.009750000000000009
54,0.225,-0.005749999999999977,0.003875
55,0.22916666666666666,0.00425,0.008375
56,0.23333333333333334,0.008875000000000001,-0.0010000000000000009
57,0.2375,-0.0011249999999999871,-0.01175000000000001
58,0.24166666666666667,-0.006000000000000005,0.001375
59,0.24583333333333332,0.0095,0.008625
60,0.25,0.00075,0.0016250000000000001
61,0.25416666666666665,-0.006500000000000006,-0.01100000000000001
62,0.25833333333333336,0.0005,-0.0018750000000000155
63,0.2625,0.009375,0.008625
64,0.26666666666666666,0.003,0.0045000000000000005
65,0.2708333333333333,-0.006500000000000006,-0.009500000000000008
66,0.275,-0.002375000000000016,-0.004875000000000018
67,0.2791666666666667,0.00875,0.00775
68,0.2833333333333333,0.0055,0.00675
69,0.2875,-0.0062500000000000056,-0.007374999999999993
70,0.2916666666666667,-0.004249999999999976,-0.007874999999999993
71,0.29583333333333334,0.007,0.00625
72,0.3,0.00725,0.00775
73,0.30416666666666664,-0.0050000000000000044,-0.009750000000000009
74,0.30833333333333335,-0.005500000000000005,0.00475
75,0.3125,0.005875,0.008125
76,0.31666666666666665,0.00825,-0.0028750000000000164
77,0.32083333333333336,-0.003500000000000003,-0.01050000000000001
78,0.325,-0.005875000000000019,0.002625
79,0.32916666666666666,0.004625,0.008375
80,0.3333333333333333,0.008875000000000001,-0.0003750000000000142
81,0.3375,-0.0018750000000000155,-0.01050000000000001
82,0.3416666666666667,0.002875,0.000375
83,0.3458333333333333,0.009625,0.0085
84,0.35,0.00025,0.002875
85,0.3541666666666667,-0.006750000000000006,-0.010124999999999995
86,0.35833333333333334,0.000875,-0.002375000000000016
87,0.3625,0.0095,0.008625
88,0.36666666666666664,0.002625,0.00525
89,0.37083333333333335,-0.007000000000000006,-0.008000000000000007
90,0.375,-0.0012499999999999734,-0.0062500000000000056
91,0.37916666666666665,0.008875000000000001,0.007125
92,0.38333333333333336,0.005,0.007125
93,0.3875,-0.006874999999999992,-0.006374999999999992
94,0.39166666666666666,-0.0040000000000000036,-0.007874999999999993
95,0.3958333333333333,0.0075,0.007875
96,0.4,0.0075,-0.004500000000000004
97,0.4041666666666667,-0.005375000000000019,-0.009374999999999994
98,0.4083333333333333,-0.00462499999999999,0.004375
99,0.4125,0.00575,0.008125
100,0.4166666666666667,0.00825,-0.0020000000000000018
101,0.42083333333333334,-0.0040000000000000036,-0.010250000000000009
102,0.425,-0.005624999999999991,0.0025
103,0.42916666666666664,0.004875,0.008375
104,0.43333333333333335,0.009000000000000001,0.0005
105,0.4375,-0.0022499999999999742,-0.010124999999999995
106,0.44166666666666665,-0.006500000000000006,-0.0006249999999999867
107,0.44583333333333336,0.009125,0.008625
108,0.45,-0.0003750000000000142,0.0035
109,0.45416666666666666,-0.0071249999999999925,-0.009124999999999994
110,0.4583333333333333,0.001375,-0.0036249999999999893
111,0.4625,0.00925,0.008
112,0.4666666666666667,0.001875,0.006
113,0.4708333333333333,-0.007374999999999993,-0.007500000000000007
114,0.475,-0.0010000000000000009,-0.006750000000000006
115,0.4791666666666667,0.00875,0.0063750000000000005
116,0.48333333333333334,0.004375,0.0073750000000000005
117,0.4875,-0.006874999999999992,-0.005749999999999977
118,0.49166666666666664,-0.0036249999999999893,0.00525
119,0.49583333333333335,0.0075,0.007875
120,0.5,0.007125,-0.0038750000000000173
121,0.5041666666666667,-0.005749999999999977,-0.009250000000000008
122,0.5083333333333333,-0.005500000000000005,0.003625
