,time,0,blink
0,0.0,-9.4999999999996e-05,0
1,0.0133333333333333,-0.000639999999999988,0
2,0.0266666666666666,-0.000809999999999988,0
3,0.04,-4.999999999999211e-05,0
4,0.0533333333333333,0.0004000000000000079,0
5,0.0666666666666666,0.0006900000000000079,0
6,0.08,0.0005300000000000118,0
7,0.0933333333333333,2.0000000000015773e-05,0
8,0.1066666666666666,0.0005150000000000118,0
9,0.12,0.0009250000000000118,0
10,0.1333333333333333,0.0008400000000000158,0
11,0.1466666666666666,1.0000000000019759e-05,0
12,0.16,-1.4999999999976241e-05,0
13,0.1733333333333333,0.00029500000000002376,0
14,0.1866666666666666,0.0007300000000000198,0
15,0.2,0.0002550000000000279,0
16,0.2133333333333333,-0.0005449999999999722,0
17,0.2266666666666666,-0.0007349999999999681,0
18,0.24,6.000000000002791e-05,0
19,0.2533333333333333,0.00034000000000002393,0
20,0.2666666666666666,0.00013500000000002797,0
21,0.28,-0.000704999999999968,0
22,0.2933333333333333,-0.000529999999999968,0
23,0.3066666666666666,7.500000000002795e-05,0
24,0.32,0.00047500000000002797,0
25,0.3333333333333333,-0.00024999999999997203,0
26,0.3466666666666667,-0.00045499999999998027,0
27,0.36,-0.000339999999999976,0
28,0.3733333333333333,-0.00033499999999997616,0
29,0.3866666666666666,-0.00036999999999997603,0
30,0.4,-0.0010849999999999718,0
31,0.4133333333333333,-0.0017349999999999722,0
32,0.4266666666666667,-0.001424999999999972,0
33,0.44,-0.0011399999999999679,0
34,0.4533333333333333,-0.0012749999999999645,0
35,0.4666666666666667,-0.001394999999999964,0
36,0.48,-0.0013849999999999679,0
37,0.4933333333333333,-0.001179999999999972,0
38,0.5066666666666667,-0.000909999999999972,0
39,0.52,-0.0009049999999999684,0
40,0.5333333333333333,-0.001174999999999972,0
41,0.5466666666666666,-0.001124999999999968,0
42,0.56,-0.000974999999999968,0
43,0.5733333333333334,-0.001029999999999968,0
44,0.5866666666666667,-0.00087999999999996,0
45,0.6,-0.00106999999999996,0
46,0.6133333333333333,-0.0010149999999999643,0
47,0.6266666666666667,-0.0014149999999999601,0
48,0.64,-0.0012349999999999599,0
49,0.6533333333333333,-0.00135999999999996,0
50,0.6666666666666666,-0.0007549999999999599,0
51,0.68,-0.0008499999999999557,0
52,0.6933333333333334,-0.0006249999999999599,0
53,0.7066666666666667,-0.0008349999999999559,0
54,0.72,-0.000794999999999956,0
55,0.7333333333333333,-0.0011199999999999518,0
56,0.7466666666666667,-0.0010599999999999477,0
57,0.76,-0.0009149999999999517,0
58,0.7733333333333333,-0.0009349999999999517,0
59,0.7866666666666666,-0.0008249999999999517,0
60,0.8,-0.0010499999999999518,0
61,0.8133333333333334,-0.001049999999999948,0
62,0.8266666666666667,-0.0014399999999999478,0
63,0.84,-0.001234999999999952,0
64,0.8533333333333334,-0.0013949999999999518,0
65,0.8666666666666667,-0.0008099999999999518,0
66,0.88,-0.000889999999999952,0
67,0.8933333333333333,-0.0007349999999999562,0
68,0.9066666666666666,-0.000944999999999956,0
69,0.92,-0.0007199999999999595,0
70,0.9333333333333332,-0.001124999999999956,0
71,0.9466666666666668,-0.0010999999999999521,0
72,0.96,-0.0009699999999999561,0
73,0.9733333333333334,-0.001029999999999952,0
74,0.9866666666666668,-0.0007849999999999516,0
75,1.0,-0.00042500000000000003,0
76,1.0133333333333334,-0.001219999999999996,0
77,1.0266666666666666,-0.001489999999999996,0
78,1.04,-0.000785,0
79,1.0533333333333332,-0.000459999999999996,0
80,1.0666666666666669,-0.000629999999999992,0
81,1.08,-0.0014549999999999919,0
82,1.0933333333333333,-0.001344999999999988,0
83,1.106666666666667,-0.0008299999999999879,0
